0,60|0,40|$11.229,96
0,80|0,40|$13.312,69
1,00|0,40|$14.933,36
1,20|0,40|$17.248,61
1,00|0,60|$20.374,20
1,00|0,90|$23.963,84
1,00|1,00|$21.647,59
1,20|1,00|$22.805,21
1,50|1,00|$26.046,56
1,20|1,10|$23.731,31
1,50|1,10|$27.204,19
1,50|1,50|$34.150,94
1,20|2,00|$52.093,13
1,50|2,00|$63.669,38
1,80|2,00|$67.142,25
2,00|2,00|$75.245,63
