0,60|0,40|$41.674,50
0,80|0,40|$46.200,00
1,00|0,40|$54.176,85
1,20|0,40|$60.196,50
1,00|0,60|$65.521,58
1,00|0,90|$72.814,61
1,00|1,00|$78.718,50
1,20|1,00|$86.821,88
1,50|1,00|$104.474,74
1,20|1,10|$91.105,09
1,50|1,10|$103.607,44
1,50|1,50|$133.705,69
1,20|2,00|$190.429,31
1,50|2,00|$230.251,61
1,80|2,00|$242.117,27
2,00|2,00|$265.675,94
